YEAR,shannon
1999,44.1157156303516
2000,51.3256742794452
2001,51.841507247329
2002,60.2521308994169
2003,61.7694971335268
2004,63.7303713457668
2005,58.2940803032083
2006,59.5931457393567
2007,62.119812471651
2008,57.0916790136748
2009,55.8068367976856
2010,55.3108346026166
2011,61.385953690195
2012,59.8852166700383
2014,55.2895816166805
2016,59.0940044252695
2018,60.2587186779826
