YEAR,simpson
1999,28.4727630512791
2000,35.1123714260264
2001,35.9882908267549
2002,39.7743287672689
2003,40.5738963788003
2005,38.739829484819
2006,38.729852891101
2007,35.1618545565562
2008,35.3629915223403
2009,38.9541611770473
2010,35.6054840272351
2011,38.8488774720808
2012,36.7848407929405
2014,34.6128238536759
2016,40.3128935787845
2018,36.7631172015426
